"Timestamp","Please list your favorite Vimperator features","Anything else to add?"
"2018/02/08 10:21:23 PM GMT+2","Just the basics (copy&paste from feature wishlist): 
- moving around page
- link hinting mode
- insert/passthrough mode
- find in page mode
- history navigation
- tab switching / navigation (:buffer style)
- opening/closing URLs / tabs / windows
- consistent UX: e.g, works on about:newtab, about:home",""
"2018/02/09 5:38:05 AM GMT+2","link hinting",""
"2018/02/19 11:38:05 AM GMT+2","full keyboard navigation, hints mode for opening/URL yanking/..., u/d keys",""
"2018/02/21 2:31:44 PM GMT+2","fast link following through [f] + initials of text link","It was great while it lasted. "
"2018/02/22 12:07:53 AM GMT+2","Easy navigation.","Thanks! We'll miss you!"
"2018/02/26 11:14:23 PM GMT+2","All of the vim-like keybindings: opening pages, following links, searching pages, tab control, bookmarks, etc. This addon has made my internet browsing much more efficient.","I am not going to upgrade Firefox solely because of how important this addon is to my workflow."
"2018/02/27 9:44:55 PM GMT+2","Open links with F and f.",""
"2018/03/04 6:23:56 AM GMT+2","It didn't suck","Every single vim addon for any browser sucks right now"
"2018/03/06 1:58:07 PM GMT+2","comfortable search using 'o' and 't'",""
"2018/03/10 10:41:11 AM GMT+2","bookmark",""
"2018/03/16 11:53:41 AM GMT+2","f F d u gg gT gt : j k  :help","  .vimperatorrc and macros are great."
"2018/03/26 11:04:18 PM GMT+2","command mode, tabs buffering, macro,","vim keybindings"
"2018/03/29 9:59:34 PM GMT+2","being able to navigate the browser using the keyboard is a huge advantage when riding a train or in other shaky environments. And after getting used to it even in still environments. ","The web will be a different place for me without it. Thank you for building it!"
"2018/04/01 10:24:40 PM GMT+2",":b# and macros",""
"2018/04/02 3:46:26 AM GMT+2","moving around page","tab switching / navigation (:buffer style)"
"2018/04/04 4:23:52 PM GMT+2","Following links (hints) easily with the keyboard.",""
"2018/04/12 12:21:41 AM GMT+2","Not having to use my mouse, fastly executing commands","I will only come back from qutebrowser if i know vimperator is working here :c"
"2018/04/16 1:37:55 PM GMT+2","tab opening, listing, page navigation, shortcuts (writing, printing pages), link following, bookmarking, search, form filling with external editor",""
"2018/04/19 1:46:22 AM GMT+2","the main ones for me were basic.  j,k, cntr D, cntr U, gt, gT, f/F",""
"2018/04/26 7:35:17 AM GMT+2","aside from general navigation functionalities, quick bookmarks is my favorite feature.",""
"2018/05/06 1:54:10 PM GMT+2","Mouseless browsing: link selection with keyboard",""
"2018/05/06 10:39:11 PM GMT+2","ad-hoc vimscript functionality; stability; buffers","Gonna miss Vimperator."
"2018/05/08 9:33:02 AM GMT+2","hjkl mostly, following links, forwards/backwards navigation, searching, ...","Whyyyy. Seriously thanks for all the work."
"2018/05/15 1:05:19 PM GMT+2","Custom hintchars, custom key sequences, finding character strings in current tab, restarting browser, closing browser, changing full screen and GUI quickly, setting focuscontent to true, showing all buffers and being able to switch to any of them, moving to previous and next tab, disabling and enabling vimperator commands was really easy, copying current url, opening new tab/window, opening new tab/window with copied url, ""p"" and ""P"" features that directly opened whatever was in clipboard into current tab and new tab respectively",""
"2018/05/22 2:44:31 PM GMT+2","""t"", ""T"", ""D"", ""d"", ""f"", ""o""",""
"2018/05/31 4:02:41 AM GMT+2","1.) j / k scrolling 2.) ex commands (o for open / t for tabopen) 3.) it can read from a config file in my home folder! (4.) old and crufty just like vim, i'll keep using it forever!!",""
"2018/06/13 10:00:20 PM GMT+2","The facility to reorder tabs with the keyboard, but (more importantly) the name",""
"2018/06/19 9:37:25 AM GMT+2","Editing text areas in external editor (Vim, of course!), keyboard-only navigation, recall of Ex commands (e.g. :tabopen) from the command-history","Been a long-time user, first with Vimperator, then moving to the Pentadactyl fork. So sad that Firefox is sacrificing the large add-on base in its catch-up to the superior speed of Chrome."
"2018/06/29 3:18:39 AM GMT+2","All",""
"2018/06/29 10:34:55 AM GMT+2","vim-like hotkeys, buffer- and bookmark management, search functionality, minimal UI",""
"2018/06/29 1:43:31 PM GMT+2","Just the overall possibility to use my browser without a need for a mouse ",""
"2018/07/09 7:34:12 PM GMT+2","searching on page, tabs logic, command line, history (vim like), navigation on page",""
"2018/07/14 5:10:30 AM GMT+2","Running CMDs",""
